survey_id,service_id,customer_rating,will_return,recommend_service,feedback
7069,7069,5,Yes,Yes,Issue resolved quickly and professionally.
7070,7070,2,No,No,Communication could be improved.
7071,7071,1,No,No,Poor service experience.
7072,7072,3,No,No,Issue eventually resolved.
7073,7073,3,No,No,Could have been handled better.
7074,7074,1,No,No,Poor service experience.
7075,7075,3,No,No,Issue eventually resolved.
7076,7076,5,Yes,Yes,Issue resolved quickly and professionally.
7077,7077,4,Yes,Yes,Good experience with the service center.
7078,7078,4,Yes,Yes,Issue resolved satisfactorily.
7079,7079,5,Yes,Yes,Very satisfied with the service provided.
7080,7080,3,No,No,Could have been handled better.
7081,7081,4,Yes,Yes,Reasonably happy with the service.
7082,7082,5,Yes,Yes,Issue resolved quickly and professionally.
7083,7083,4,Yes,Yes,Reasonably happy with the service.
7084,7084,5,Yes,Yes,Excellent service experience.
7085,7085,5,Yes,Yes,Issue resolved quickly and professionally.
7086,7086,5,Yes,Yes,Very satisfied with the service provided.
7087,7087,4,Yes,Yes,Issue resolved satisfactorily.
7088,7088,3,No,No,Could have been handled better.
7089,7089,3,No,No,Average service experience.
7090,7090,4,Yes,Yes,Good experience with the service center.
7091,7091,2,No,No,Communication could be improved.
7092,7092,3,No,No,Issue eventually resolved.
7093,7093,1,No,No,Very dissatisfied with the service.
7094,7094,5,Yes,Yes,Issue resolved quickly and professionally.
7095,7095,1,No,No,Very dissatisfied with the service.
7096,7096,3,No,No,Average service experience.
7097,7097,3,No,No,Service was acceptable.
7098,7098,4,Yes,Yes,Reasonably happy with the service.
7099,7099,2,No,No,Resolution took longer than expected.
7100,7100,5,Yes,Yes,Very satisfied with the service provided.
7101,7101,2,No,No,Resolution took longer than expected.
7102,7102,5,Yes,Yes,Very satisfied with the service provided.
7103,7103,2,No,No,Communication could be improved.
7104,7104,5,Yes,Yes,Staff were helpful and courteous.
7105,7105,4,Yes,Yes,Issue resolved satisfactorily.
7106,7106,4,Yes,Yes,Issue resolved satisfactorily.
7107,7107,3,No,No,Average service experience.
7108,7108,5,Yes,Yes,Very satisfied with the service provided.
7109,7109,4,Yes,Yes,Service was good overall.
7110,7110,3,No,No,Service was acceptable.
7111,7111,5,Yes,Yes,Staff were helpful and courteous.
7112,7112,4,Yes,Yes,Issue resolved satisfactorily.
7113,7113,4,Yes,Yes,Good experience with the service center.
7114,7114,4,Yes,Yes,Issue resolved satisfactorily.
7115,7115,5,Yes,Yes,Issue resolved quickly and professionally.
7116,7116,5,Yes,Yes,Very satisfied with the service provided.
7117,7117,5,Yes,Yes,Very satisfied with the service provided.
7118,7118,4,Yes,Yes,Issue resolved satisfactorily.
7119,7119,1,No,No,Would not recommend this service center.
7120,7120,4,Yes,Yes,Good experience with the service center.
7121,7121,3,No,No,Could have been handled better.
7122,7122,5,Yes,Yes,Very satisfied with the service provided.
7123,7123,4,Yes,Yes,Good experience with the service center.
7124,7124,3,No,No,Average service experience.
7125,7125,3,No,No,Service was acceptable.
7126,7126,5,Yes,Yes,Very satisfied with the service provided.
7127,7127,1,No,No,Would not recommend this service center.
7128,7128,5,Yes,Yes,Issue resolved quickly and professionally.
7129,7129,4,Yes,Yes,Good experience with the service center.
7130,7130,3,No,No,Issue eventually resolved.
7131,7131,3,No,No,Service was acceptable.
7132,7132,4,Yes,Yes,Service was good overall.
7133,7133,4,Yes,Yes,Good experience with the service center.
7134,7134,5,Yes,Yes,Staff were helpful and courteous.
7135,7135,5,Yes,Yes,Very satisfied with the service provided.
7136,7136,4,Yes,Yes,Service was good overall.
7137,7137,3,No,No,Average service experience.
7138,7138,3,No,No,Service was acceptable.
7139,7139,3,No,No,Issue eventually resolved.
7140,7140,5,Yes,Yes,Very satisfied with the service provided.
7141,7141,2,No,No,Not fully satisfied with the service.
7142,7142,4,Yes,Yes,Reasonably happy with the service.
7143,7143,2,No,No,Communication could be improved.
7144,7144,4,Yes,Yes,Issue resolved satisfactorily.
7145,7145,2,No,No,Resolution took longer than expected.
7146,7146,4,Yes,Yes,Service was good overall.
7147,7147,1,No,No,Poor service experience.
7148,7148,3,No,No,Average service experience.
7149,7149,5,Yes,Yes,Issue resolved quickly and professionally.
7150,7150,1,No,No,Would not recommend this service center.
7151,7151,5,Yes,Yes,Excellent service experience.
7152,7152,5,Yes,Yes,Issue resolved quickly and professionally.
7153,7153,4,Yes,Yes,Service was good overall.
7154,7154,4,Yes,Yes,Service was good overall.
7155,7155,5,Yes,Yes,Staff were helpful and courteous.
7156,7156,2,No,No,Resolution took longer than expected.
7157,7157,4,Yes,Yes,Good experience with the service center.
7158,7158,5,Yes,Yes,Excellent service experience.
7159,7159,4,Yes,Yes,Issue resolved satisfactorily.
7160,7160,4,Yes,Yes,Good experience with the service center.
7161,7161,4,Yes,Yes,Good experience with the service center.
7162,7162,5,Yes,Yes,Staff were helpful and courteous.
7163,7163,3,No,No,Could have been handled better.
7164,7164,4,Yes,Yes,Good experience with the service center.
7165,7165,4,Yes,Yes,Reasonably happy with the service.
7166,7166,1,No,No,Very dissatisfied with the service.
7167,7167,2,No,No,Service experience was below expectations.
7168,7168,4,Yes,Yes,Issue resolved satisfactorily.
7169,7169,4,Yes,Yes,Good experience with the service center.
7170,7170,4,Yes,Yes,Reasonably happy with the service.
7171,7171,5,Yes,Yes,Very satisfied with the service provided.
7172,7172,4,Yes,Yes,Service was good overall.
7173,7173,3,No,No,Could have been handled better.
7174,7174,2,No,No,Not fully satisfied with the service.
7175,7175,5,Yes,Yes,Very satisfied with the service provided.
7176,7176,3,No,No,Could have been handled better.
7177,7177,5,Yes,Yes,Very satisfied with the service provided.
7178,7178,2,No,No,Communication could be improved.
7179,7179,5,Yes,Yes,Issue resolved quickly and professionally.
7180,7180,5,Yes,Yes,Excellent service experience.
7181,7181,4,Yes,Yes,Issue resolved satisfactorily.
7182,7182,5,Yes,Yes,Very satisfied with the service provided.
7183,7183,4,Yes,Yes,Issue resolved satisfactorily.
7184,7184,4,Yes,Yes,Service was good overall.
7185,7185,3,No,No,Issue eventually resolved.
7186,7186,5,Yes,Yes,Staff were helpful and courteous.
7187,7187,3,No,No,Service was acceptable.
7188,7188,4,Yes,Yes,Issue resolved satisfactorily.
7189,7189,2,No,No,Not fully satisfied with the service.
7190,7190,3,No,No,Issue eventually resolved.
7191,7191,5,Yes,Yes,Issue resolved quickly and professionally.
7192,7192,2,No,No,Not fully satisfied with the service.
7193,7193,1,No,No,Would not recommend this service center.
7194,7194,5,Yes,Yes,Excellent service experience.
7195,7195,2,No,No,Communication could be improved.
7196,7196,4,Yes,Yes,Reasonably happy with the service.
7197,7197,5,Yes,Yes,Very satisfied with the service provided.
7198,7198,3,No,No,Could have been handled better.
7199,7199,3,No,No,Issue eventually resolved.
7200,7200,2,No,No,Resolution took longer than expected.
7201,7201,1,No,No,Issue still not resolved.
7202,7202,1,No,No,Very dissatisfied with the service.
7203,7203,1,No,No,Would not recommend this service center.
7204,7204,4,Yes,Yes,Issue resolved satisfactorily.
7205,7205,5,Yes,Yes,Issue resolved quickly and professionally.
7206,7206,4,Yes,Yes,Service was good overall.
7207,7207,4,Yes,Yes,Service was good overall.
7208,7208,5,Yes,Yes,Staff were helpful and courteous.
7209,7209,5,Yes,Yes,Very satisfied with the service provided.
7210,7210,4,Yes,Yes,Service was good overall.
7211,7211,3,No,No,Issue eventually resolved.
7212,7212,4,Yes,Yes,Issue resolved satisfactorily.
7213,7213,2,No,No,Resolution took longer than expected.
7214,7214,4,Yes,Yes,Issue resolved satisfactorily.
7215,7215,3,No,No,Could have been handled better.
7216,7216,3,No,No,Average service experience.
7217,7217,3,No,No,Average service experience.
7218,7218,1,No,No,Very dissatisfied with the service.
7219,7219,1,No,No,Would not recommend this service center.
7220,7220,4,Yes,Yes,Issue resolved satisfactorily.
7221,7221,3,No,No,Could have been handled better.
7222,7222,4,Yes,Yes,Service was good overall.
7223,7223,3,No,No,Could have been handled better.
7224,7224,1,No,No,Poor service experience.
7225,7225,3,No,No,Issue eventually resolved.
7226,7226,4,Yes,Yes,Service was good overall.
7227,7227,1,No,No,Issue still not resolved.
7228,7228,4,Yes,Yes,Good experience with the service center.
7229,7229,3,No,No,Issue eventually resolved.
7230,7230,4,Yes,Yes,Reasonably happy with the service.
7231,7231,5,Yes,Yes,Very satisfied with the service provided.
7232,7232,4,Yes,Yes,Issue resolved satisfactorily.
7233,7233,4,Yes,Yes,Issue resolved satisfactorily.
7234,7234,4,Yes,Yes,Service was good overall.
7235,7235,3,No,No,Service was acceptable.
7236,7236,3,No,No,Issue eventually resolved.
7237,7237,5,Yes,Yes,Issue resolved quickly and professionally.
7238,7238,4,Yes,Yes,Reasonably happy with the service.
7239,7239,4,Yes,Yes,Reasonably happy with the service.
7240,7240,4,Yes,Yes,Issue resolved satisfactorily.
7241,7241,3,No,No,Issue eventually resolved.
7242,7242,3,No,No,Issue eventually resolved.
7243,7243,4,Yes,Yes,Reasonably happy with the service.
7244,7244,3,No,No,Service was acceptable.
7245,7245,1,No,No,Issue still not resolved.
7246,7246,5,Yes,Yes,Very satisfied with the service provided.
7247,7247,3,No,No,Average service experience.
7248,7248,5,Yes,Yes,Issue resolved quickly and professionally.
7249,7249,2,No,No,Communication could be improved.
7250,7250,4,Yes,Yes,Reasonably happy with the service.
7251,7251,2,No,No,Not fully satisfied with the service.
7252,7252,3,No,No,Could have been handled better.
7253,7253,1,No,No,Poor service experience.
7254,7254,3,No,No,Issue eventually resolved.
7255,7255,4,Yes,Yes,Reasonably happy with the service.
7256,7256,4,Yes,Yes,Reasonably happy with the service.
7257,7257,2,No,No,Service experience was below expectations.
7258,7258,1,No,No,Would not recommend this service center.
7259,7259,5,Yes,Yes,Very satisfied with the service provided.
7260,7260,5,Yes,Yes,Staff were helpful and courteous.
7261,7261,4,Yes,Yes,Service was good overall.
7262,7262,5,Yes,Yes,Excellent service experience.
7263,7263,5,Yes,Yes,Issue resolved quickly and professionally.
7264,7264,3,No,No,Issue eventually resolved.
7265,7265,1,No,No,Poor service experience.
7266,7266,4,Yes,Yes,Good experience with the service center.
7267,7267,1,No,No,Very dissatisfied with the service.
7268,7268,2,No,No,Not fully satisfied with the service.
7269,7269,1,No,No,Issue still not resolved.
7270,7270,3,No,No,Service was acceptable.
7271,7271,4,Yes,Yes,Good experience with the service center.
7272,7272,4,Yes,Yes,Service was good overall.
7273,7273,4,Yes,Yes,Issue resolved satisfactorily.
7274,7274,3,No,No,Issue eventually resolved.
7275,7275,1,No,No,Issue still not resolved.
7276,7276,5,Yes,Yes,Very satisfied with the service provided.
7277,7277,2,No,No,Not fully satisfied with the service.
7278,7278,4,Yes,Yes,Good experience with the service center.
7279,7279,4,Yes,Yes,Service was good overall.
7280,7280,4,Yes,Yes,Service was good overall.
7281,7281,3,No,No,Average service experience.
7282,7282,2,No,No,Service experience was below expectations.
7283,7283,3,No,No,Service was acceptable.
7284,7284,2,No,No,Resolution took longer than expected.
7285,7285,2,No,No,Communication could be improved.
7286,7286,3,No,No,Could have been handled better.
7287,7287,5,Yes,Yes,Very satisfied with the service provided.
7288,7288,1,No,No,Issue still not resolved.
7289,7289,4,Yes,Yes,Good experience with the service center.
7290,7290,5,Yes,Yes,Excellent service experience.
7291,7291,1,No,No,Poor service experience.
7292,7292,5,Yes,Yes,Staff were helpful and courteous.
7293,7293,3,No,No,Average service experience.
7294,7294,3,No,No,Could have been handled better.
7295,7295,2,No,No,Resolution took longer than expected.
7296,7296,4,Yes,Yes,Good experience with the service center.
7297,7297,3,No,No,Average service experience.
7298,7298,5,Yes,Yes,Issue resolved quickly and professionally.
7299,7299,2,No,No,Service experience was below expectations.
7300,7300,2,No,No,Not fully satisfied with the service.
7301,7301,2,No,No,Service experience was below expectations.
7302,7302,3,No,No,Service was acceptable.
7303,7303,5,Yes,Yes,Excellent service experience.
7304,7304,4,Yes,Yes,Issue resolved satisfactorily.
7305,7305,1,No,No,Would not recommend this service center.
7306,7306,4,Yes,Yes,Service was good overall.
7307,7307,2,No,No,Service experience was below expectations.
7308,7308,5,Yes,Yes,Issue resolved quickly and professionally.
7309,7309,2,No,No,Communication could be improved.
7310,7310,3,No,No,Service was acceptable.
7311,7311,1,No,No,Issue still not resolved.
7312,7312,4,Yes,Yes,Good experience with the service center.
7313,7313,3,No,No,Service was acceptable.
7314,7314,1,No,No,Poor service experience.
7315,7315,5,Yes,Yes,Excellent service experience.
7316,7316,2,No,No,Service experience was below expectations.
7317,7317,2,No,No,Resolution took longer than expected.
7318,7318,5,Yes,Yes,Staff were helpful and courteous.
7319,7319,5,Yes,Yes,Excellent service experience.
7320,7320,3,No,No,Issue eventually resolved.
7321,7321,5,Yes,Yes,Staff were helpful and courteous.
7322,7322,3,No,No,Service was acceptable.
7323,7323,3,No,No,Could have been handled better.
7324,7324,4,Yes,Yes,Issue resolved satisfactorily.
7325,7325,5,Yes,Yes,Issue resolved quickly and professionally.
7326,7326,5,Yes,Yes,Staff were helpful and courteous.
7327,7327,1,No,No,Issue still not resolved.
7328,7328,2,No,No,Communication could be improved.
7329,7329,5,Yes,Yes,Issue resolved quickly and professionally.
7330,7330,3,No,No,Could have been handled better.
7331,7331,4,Yes,Yes,Reasonably happy with the service.
7332,7332,5,Yes,Yes,Excellent service experience.
7333,7333,3,No,No,Issue eventually resolved.
7334,7334,3,No,No,Service was acceptable.
7335,7335,5,Yes,Yes,Excellent service experience.
7336,7336,4,Yes,Yes,Issue resolved satisfactorily.
7337,7337,5,Yes,Yes,Issue resolved quickly and professionally.
7338,7338,4,Yes,Yes,Good experience with the service center.
7339,7339,3,No,No,Issue eventually resolved.
7340,7340,4,Yes,Yes,Service was good overall.
7341,7341,5,Yes,Yes,Very satisfied with the service provided.
7342,7342,1,No,No,Poor service experience.
7343,7343,5,Yes,Yes,Issue resolved quickly and professionally.
7344,7344,2,No,No,Communication could be improved.
7345,7345,4,Yes,Yes,Service was good overall.
7346,7346,1,No,No,Poor service experience.
7347,7347,4,Yes,Yes,Service was good overall.
7348,7348,2,No,No,Not fully satisfied with the service.
7349,7349,3,No,No,Could have been handled better.
7350,7350,4,Yes,Yes,Good experience with the service center.
7351,7351,5,Yes,Yes,Excellent service experience.
7352,7352,5,Yes,Yes,Staff were helpful and courteous.
7353,7353,2,No,No,Not fully satisfied with the service.
7354,7354,4,Yes,Yes,Good experience with the service center.
7355,7355,4,Yes,Yes,Service was good overall.
7356,7356,5,Yes,Yes,Excellent service experience.
7357,7357,5,Yes,Yes,Very satisfied with the service provided.
7358,7358,5,Yes,Yes,Staff were helpful and courteous.
7359,7359,5,Yes,Yes,Staff were helpful and courteous.
7360,7360,1,No,No,Poor service experience.
7361,7361,4,Yes,Yes,Good experience with the service center.
7362,7362,5,Yes,Yes,Very satisfied with the service provided.
7363,7363,4,Yes,Yes,Issue resolved satisfactorily.
7364,7364,3,No,No,Service was acceptable.
7365,7365,5,Yes,Yes,Excellent service experience.
7366,7366,2,No,No,Not fully satisfied with the service.
7367,7367,5,Yes,Yes,Issue resolved quickly and professionally.
7368,7368,4,Yes,Yes,Good experience with the service center.
7369,7369,2,No,No,Not fully satisfied with the service.
7370,7370,3,No,No,Could have been handled better.
7371,7371,1,No,No,Would not recommend this service center.
7372,7372,4,Yes,Yes,Issue resolved satisfactorily.
7373,7373,4,Yes,Yes,Reasonably happy with the service.
7374,7374,4,Yes,Yes,Issue resolved satisfactorily.
7375,7375,3,No,No,Service was acceptable.
7376,7376,4,Yes,Yes,Service was good overall.
7377,7377,2,No,No,Resolution took longer than expected.
7378,7378,1,No,No,Poor service experience.
7379,7379,5,Yes,Yes,Very satisfied with the service provided.
7380,7380,1,No,No,Poor service experience.
7381,7381,4,Yes,Yes,Issue resolved satisfactorily.
7382,7382,4,Yes,Yes,Reasonably happy with the service.
7383,7383,5,Yes,Yes,Very satisfied with the service provided.
7384,7384,4,Yes,Yes,Good experience with the service center.
7385,7385,5,Yes,Yes,Very satisfied with the service provided.
7386,7386,3,No,No,Could have been handled better.
7387,7387,1,No,No,Poor service experience.
7388,7388,4,Yes,Yes,Issue resolved satisfactorily.
7389,7389,2,No,No,Resolution took longer than expected.
7390,7390,4,Yes,Yes,Good experience with the service center.
7391,7391,3,No,No,Could have been handled better.
7392,7392,3,No,No,Service was acceptable.
7393,7393,5,Yes,Yes,Very satisfied with the service provided.
7394,7394,2,No,No,Service experience was below expectations.
7395,7395,5,Yes,Yes,Very satisfied with the service provided.
7396,7396,4,Yes,Yes,Service was good overall.
7397,7397,4,Yes,Yes,Service was good overall.
7398,7398,1,No,No,Would not recommend this service center.
7399,7399,3,No,No,Issue eventually resolved.
7400,7400,3,No,No,Could have been handled better.
7401,7401,5,Yes,Yes,Very satisfied with the service provided.
7402,7402,4,Yes,Yes,Issue resolved satisfactorily.
7403,7403,4,Yes,Yes,Good experience with the service center.
7404,7404,3,No,No,Average service experience.
7405,7405,2,No,No,Communication could be improved.
7406,7406,4,Yes,Yes,Service was good overall.
7407,7407,4,Yes,Yes,Good experience with the service center.
7408,7408,4,Yes,Yes,Service was good overall.
7409,7409,5,Yes,Yes,Excellent service experience.
7410,7410,3,No,No,Could have been handled better.
7411,7411,4,Yes,Yes,Reasonably happy with the service.
7412,7412,3,No,No,Could have been handled better.
7413,7413,2,No,No,Not fully satisfied with the service.
7414,7414,3,No,No,Average service experience.
7415,7415,4,Yes,Yes,Issue resolved satisfactorily.
7416,7416,3,No,No,Average service experience.
7417,7417,4,Yes,Yes,Good experience with the service center.
7418,7418,4,Yes,Yes,Reasonably happy with the service.
7419,7419,3,No,No,Service was acceptable.
7420,7420,5,Yes,Yes,Staff were helpful and courteous.
7421,7421,4,Yes,Yes,Issue resolved satisfactorily.
7422,7422,4,Yes,Yes,Issue resolved satisfactorily.
7423,7423,3,No,No,Issue eventually resolved.
7424,7424,4,Yes,Yes,Service was good overall.
7425,7425,5,Yes,Yes,Issue resolved quickly and professionally.
7426,7426,4,Yes,Yes,Issue resolved satisfactorily.
7427,7427,4,Yes,Yes,Good experience with the service center.
7428,7428,2,No,No,Resolution took longer than expected.
7429,7429,5,Yes,Yes,Staff were helpful and courteous.
7430,7430,3,No,No,Average service experience.
7431,7431,2,No,No,Not fully satisfied with the service.
7432,7432,5,Yes,Yes,Issue resolved quickly and professionally.
7433,7433,1,No,No,Would not recommend this service center.
7434,7434,1,No,No,Would not recommend this service center.
7435,7435,1,No,No,Very dissatisfied with the service.
7436,7436,1,No,No,Poor service experience.
7437,7437,4,Yes,Yes,Issue resolved satisfactorily.
7438,7438,3,No,No,Could have been handled better.
7439,7439,4,Yes,Yes,Issue resolved satisfactorily.
7440,7440,5,Yes,Yes,Excellent service experience.
7441,7441,5,Yes,Yes,Staff were helpful and courteous.
7442,7442,4,Yes,Yes,Service was good overall.
7443,7443,4,Yes,Yes,Issue resolved satisfactorily.
7444,7444,5,Yes,Yes,Very satisfied with the service provided.
7445,7445,5,Yes,Yes,Issue resolved quickly and professionally.
7446,7446,4,Yes,Yes,Service was good overall.
7447,7447,5,Yes,Yes,Issue resolved quickly and professionally.
7448,7448,1,No,No,Would not recommend this service center.
7449,7449,4,Yes,Yes,Reasonably happy with the service.
7450,7450,2,No,No,Communication could be improved.
7451,7451,3,No,No,Average service experience.
7452,7452,3,No,No,Service was acceptable.
7453,7453,4,Yes,Yes,Issue resolved satisfactorily.
7454,7454,5,Yes,Yes,Very satisfied with the service provided.
7455,7455,3,No,No,Service was acceptable.
7456,7456,3,No,No,Could have been handled better.
7457,7457,1,No,No,Very dissatisfied with the service.
7458,7458,3,No,No,Service was acceptable.
7459,7459,5,Yes,Yes,Issue resolved quickly and professionally.
7460,7460,1,No,No,Would not recommend this service center.
7461,7461,3,No,No,Could have been handled better.
7462,7462,2,No,No,Service experience was below expectations.
7463,7463,4,Yes,Yes,Good experience with the service center.
7464,7464,5,Yes,Yes,Very satisfied with the service provided.
7465,7465,4,Yes,Yes,Issue resolved satisfactorily.
7466,7466,4,Yes,Yes,Good experience with the service center.
7467,7467,4,Yes,Yes,Good experience with the service center.
7468,7468,5,Yes,Yes,Excellent service experience.
7469,7469,4,Yes,Yes,Reasonably happy with the service.
7470,7470,5,Yes,Yes,Excellent service experience.
7471,7471,3,No,No,Average service experience.
7472,7472,5,Yes,Yes,Very satisfied with the service provided.
7473,7473,4,Yes,Yes,Issue resolved satisfactorily.
7474,7474,3,No,No,Could have been handled better.
7475,7475,1,No,No,Very dissatisfied with the service.
7476,7476,5,Yes,Yes,Very satisfied with the service provided.
7477,7477,4,Yes,Yes,Reasonably happy with the service.
7478,7478,5,Yes,Yes,Staff were helpful and courteous.
7479,7479,4,Yes,Yes,Good experience with the service center.
7480,7480,3,No,No,Service was acceptable.
7481,7481,5,Yes,Yes,Very satisfied with the service provided.
7482,7482,5,Yes,Yes,Issue resolved quickly and professionally.
7483,7483,4,Yes,Yes,Good experience with the service center.
7484,7484,4,Yes,Yes,Issue resolved satisfactorily.
7485,7485,4,Yes,Yes,Service was good overall.
7486,7486,5,Yes,Yes,Staff were helpful and courteous.
7487,7487,4,Yes,Yes,Service was good overall.
7488,7488,5,Yes,Yes,Staff were helpful and courteous.
7489,7489,5,Yes,Yes,Issue resolved quickly and professionally.
7490,7490,4,Yes,Yes,Reasonably happy with the service.
7491,7491,5,Yes,Yes,Issue resolved quickly and professionally.
7492,7492,3,No,No,Issue eventually resolved.
7493,7493,5,Yes,Yes,Issue resolved quickly and professionally.
7494,7494,4,Yes,Yes,Issue resolved satisfactorily.
7495,7495,5,Yes,Yes,Excellent service experience.
7496,7496,4,Yes,Yes,Issue resolved satisfactorily.
7497,7497,4,Yes,Yes,Issue resolved satisfactorily.
7498,7498,5,Yes,Yes,Staff were helpful and courteous.
7499,7499,1,No,No,Very dissatisfied with the service.
7500,7500,3,No,No,Service was acceptable.
7501,7501,1,No,No,Would not recommend this service center.
7502,7502,5,Yes,Yes,Excellent service experience.
7503,7503,5,Yes,Yes,Very satisfied with the service provided.
7504,7504,1,No,No,Poor service experience.
7505,7505,2,No,No,Communication could be improved.
7506,7506,5,Yes,Yes,Issue resolved quickly and professionally.
7507,7507,5,Yes,Yes,Staff were helpful and courteous.
7508,7508,3,No,No,Average service experience.
7509,7509,2,No,No,Not fully satisfied with the service.
7510,7510,1,No,No,Very dissatisfied with the service.
7511,7511,5,Yes,Yes,Issue resolved quickly and professionally.
7512,7512,2,No,No,Service experience was below expectations.
7513,7513,5,Yes,Yes,Staff were helpful and courteous.
7514,7514,4,Yes,Yes,Service was good overall.
7515,7515,3,No,No,Average service experience.
7516,7516,2,No,No,Resolution took longer than expected.
7517,7517,2,No,No,Service experience was below expectations.
7518,7518,5,Yes,Yes,Staff were helpful and courteous.
7519,7519,2,No,No,Not fully satisfied with the service.
7520,7520,4,Yes,Yes,Good experience with the service center.
7521,7521,5,Yes,Yes,Excellent service experience.
7522,7522,4,Yes,Yes,Reasonably happy with the service.
7523,7523,2,No,No,Service experience was below expectations.
7524,7524,4,Yes,Yes,Reasonably happy with the service.
7525,7525,1,No,No,Would not recommend this service center.
7526,7526,4,Yes,Yes,Issue resolved satisfactorily.
7527,7527,5,Yes,Yes,Staff were helpful and courteous.
7528,7528,4,Yes,Yes,Issue resolved satisfactorily.
7529,7529,3,No,No,Average service experience.
7530,7530,1,No,No,Very dissatisfied with the service.
7531,7531,5,Yes,Yes,Staff were helpful and courteous.
7532,7532,4,Yes,Yes,Reasonably happy with the service.
7533,7533,3,No,No,Issue eventually resolved.
7534,7534,2,No,No,Service experience was below expectations.
7535,7535,5,Yes,Yes,Excellent service experience.
7536,7536,3,No,No,Issue eventually resolved.
7537,7537,2,No,No,Service experience was below expectations.
7538,7538,5,Yes,Yes,Very satisfied with the service provided.
7539,7539,3,No,No,Average service experience.
7540,7540,5,Yes,Yes,Excellent service experience.
7541,7541,4,Yes,Yes,Service was good overall.
7542,7542,5,Yes,Yes,Staff were helpful and courteous.
7543,7543,4,Yes,Yes,Reasonably happy with the service.
7544,7544,3,No,No,Service was acceptable.
7545,7545,5,Yes,Yes,Staff were helpful and courteous.
7546,7546,5,Yes,Yes,Excellent service experience.
7547,7547,5,Yes,Yes,Very satisfied with the service provided.
7548,7548,1,No,No,Issue still not resolved.
7549,7549,3,No,No,Service was acceptable.
7550,7550,4,Yes,Yes,Issue resolved satisfactorily.
7551,7551,1,No,No,Would not recommend this service center.
7552,7552,4,Yes,Yes,Service was good overall.
7553,7553,5,Yes,Yes,Staff were helpful and courteous.
7554,7554,5,Yes,Yes,Staff were helpful and courteous.
7555,7555,4,Yes,Yes,Issue resolved satisfactorily.
7556,7556,4,Yes,Yes,Good experience with the service center.
7557,7557,3,No,No,Could have been handled better.
7558,7558,2,No,No,Service experience was below expectations.
7559,7559,5,Yes,Yes,Staff were helpful and courteous.
7560,7560,4,Yes,Yes,Good experience with the service center.
7561,7561,3,No,No,Could have been handled better.
7562,7562,1,No,No,Would not recommend this service center.
7563,7563,5,Yes,Yes,Excellent service experience.
7564,7564,3,No,No,Service was acceptable.
7565,7565,3,No,No,Average service experience.
7566,7566,4,Yes,Yes,Good experience with the service center.
7567,7567,4,Yes,Yes,Reasonably happy with the service.
7568,7568,5,Yes,Yes,Issue resolved quickly and professionally.
7569,7569,3,No,No,Service was acceptable.
7570,7570,3,No,No,Service was acceptable.
7571,7571,3,No,No,Average service experience.
7572,7572,3,No,No,Average service experience.
7573,7573,5,Yes,Yes,Very satisfied with the service provided.
7574,7574,4,Yes,Yes,Good experience with the service center.
7575,7575,3,No,No,Average service experience.
7576,7576,5,Yes,Yes,Excellent service experience.
7577,7577,5,Yes,Yes,Staff were helpful and courteous.
7578,7578,5,Yes,Yes,Staff were helpful and courteous.
7579,7579,5,Yes,Yes,Excellent service experience.
7580,7580,2,No,No,Service experience was below expectations.
7581,7581,4,Yes,Yes,Issue resolved satisfactorily.
7582,7582,2,No,No,Communication could be improved.
7583,7583,4,Yes,Yes,Service was good overall.
7584,7584,4,Yes,Yes,Issue resolved satisfactorily.
7585,7585,1,No,No,Poor service experience.
7586,7586,4,Yes,Yes,Issue resolved satisfactorily.
7587,7587,4,Yes,Yes,Service was good overall.
7588,7588,3,No,No,Could have been handled better.
7589,7589,4,Yes,Yes,Service was good overall.
7590,7590,4,Yes,Yes,Issue resolved satisfactorily.
7591,7591,5,Yes,Yes,Staff were helpful and courteous.
7592,7592,4,Yes,Yes,Service was good overall.
7593,7593,5,Yes,Yes,Very satisfied with the service provided.
7594,7594,3,No,No,Service was acceptable.
7595,7595,2,No,No,Resolution took longer than expected.
7596,7596,5,Yes,Yes,Issue resolved quickly and professionally.
7597,7597,4,Yes,Yes,Good experience with the service center.
7598,7598,1,No,No,Very dissatisfied with the service.
7599,7599,4,Yes,Yes,Service was good overall.
7600,7600,2,No,No,Not fully satisfied with the service.
7601,7601,2,No,No,Communication could be improved.
7602,7602,4,Yes,Yes,Reasonably happy with the service.
7603,7603,2,No,No,Service experience was below expectations.
7604,7604,5,Yes,Yes,Excellent service experience.
7605,7605,5,Yes,Yes,Excellent service experience.
7606,7606,3,No,No,Average service experience.
7607,7607,3,No,No,Average service experience.
7608,7608,2,No,No,Not fully satisfied with the service.
7609,7609,2,No,No,Not fully satisfied with the service.
7610,7610,2,No,No,Not fully satisfied with the service.
7611,7611,5,Yes,Yes,Very satisfied with the service provided.
7612,7612,4,Yes,Yes,Issue resolved satisfactorily.
7613,7613,2,No,No,Communication could be improved.
7614,7614,5,Yes,Yes,Very satisfied with the service provided.
7615,7615,4,Yes,Yes,Good experience with the service center.
7616,7616,5,Yes,Yes,Very satisfied with the service provided.
7617,7617,5,Yes,Yes,Issue resolved quickly and professionally.
7618,7618,2,No,No,Resolution took longer than expected.
7619,7619,3,No,No,Issue eventually resolved.
7620,7620,5,Yes,Yes,Issue resolved quickly and professionally.
